ID,PIN,Signal,Signal.1,Probe,INICIAL,TYPE,PORCENT,Barrel
U401:,    Pin:1, Signal:NetC401_1, Orig_Signal:NetC401_1, NotProbed,U,IC,0,0
U501:,    Pin:7, Signal:NetR504_1, Orig_Signal:NetR504_1, Probed,U,IC,0,0
U501:,    Pin:6, Signal:NetR504_1, Orig_Signal:NetR504_1, Probed,U,IC,0,0
U501:,    Pin:5, Signal:1_8V, Orig_Signal:1.8V, Probed,U,IC,0,0
U501:,    Pin:4, Signal:N12V_A, Orig_Signal:-12V_A, Probed,U,IC,0,0
U501:,    Pin:3, Signal:NetC501_2, Orig_Signal:NetC501_2, NotProbed,U,IC,0,0
U501:,    Pin:2, Signal:NetR502_2, Orig_Signal:NetR502_2, Probed,U,IC,0,0
U501:,    Pin:1, Signal:NetR502_2, Orig_Signal:NetR502_2, Probed,U,IC,0,0
U501:,    Pin:8, Signal:12V_A, Orig_Signal:12V_A, NotProbed,U,IC,0,0
U502:,    Pin:2, Signal:NetR517_1, Orig_Signal:NetR517_1, NotProbed,U,IC,0,0
U502:,    Pin:5, Signal:NetC504_2, Orig_Signal:NetC504_2, NotProbed,U,IC,0,0
U502:,    Pin:8, Signal:12V_A, Orig_Signal:12V_A, NotProbed,U,IC,0,0
U502:,    Pin:4, Signal:N12V_A, Orig_Signal:-12V_A, Probed,U,IC,0,0
U502:,    Pin:3, Signal:NetR502_1, Orig_Signal:NetR502_1, Probed,U,IC,0,0
U502:,    Pin:1, Signal:VOLT_MEAS, Orig_Signal:VOLT_MEAS, Probed,U,IC,0,0
U502:,    Pin:7, Signal:NetR517_2, Orig_Signal:NetR517_2, NotProbed,U,IC,0,0
U502:,    Pin:6, Signal:NetR517_2, Orig_Signal:NetR517_2, NotProbed,U,IC,0,0
U503:,    Pin:4, Signal:L1_3, Orig_Signal:L1-3, Probed,U,IC,0,0
U503:,    Pin:3, Signal:NetC520_1, Orig_Signal:NetC520_1, Probed,U,IC,0,0
U503:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,U,IC,0,0
U503:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed,U,IC,0,0
U503:,    Pin:5, Signal:L1_2, Orig_Signal:L1-2, Probed,U,IC,0,0
U504:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,U,IC,0,0
U504:,    Pin:2, Signal:TEMP1, Orig_Signal:TEMP1, Probed,U,IC,0,0
U504:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed,U,IC,0,0
U505:,    Pin:5, Signal:UNCONNECTED_32, Orig_Signal:UNCONNECTED_32, NotProbed,U,IC,0,0
U505:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,U,IC,0,0
U505:,    Pin:8, Signal:UNCONNECTED_33, Orig_Signal:UNCONNECTED_33, NotProbed,U,IC,0,0
U505:,    Pin:1, Signal:UNCONNECTED_31, Orig_Signal:UNCONNECTED_31, NotProbed,U,IC,0,0
U505:,    Pin:2, Signal:NetC518_2, Orig_Signal:NetC518_2, NotProbed,U,IC,0,0
U505:,    Pin:7, Signal:3_3V, Orig_Signal:3.3V, Probed,U,IC,0,0
U505:,    Pin:6, Signal:NetC518_1, Orig_Signal:NetC518_1, NotProbed,U,IC,0,0
U505:,    Pin:3, Signal:NetC515_2, Orig_Signal:NetC515_2, NotProbed,U,IC,0,0
U601:,    Pin:1, Signal:NetC601_2, Orig_Signal:NetC601_2, Probed,U,IC,0,0
U601:,    Pin:2, Signal:NetC608_1, Orig_Signal:NetC608_1, Probed,U,IC,0,0
U601:,    Pin:3, Signal:NetD601_A, Orig_Signal:NetD601_A, Probed,U,IC,0,0
U601:,    Pin:4, Signal:NetC603_1, Orig_Signal:NetC603_1, Probed,U,IC,0,0
U602:,    Pin:2, Signal:P12V, Orig_Signal:+12V, Probed,U,IC,0,0
U602:,    Pin:3, Signal:NetC603_1, Orig_Signal:NetC603_1, Probed,U,IC,0,0
U602:,    Pin:4, Signal:GND, Orig_Signal:GND, Probed,U,IC,0,0
U602:,    Pin:5, Signal:UNCONNECTED_34, Orig_Signal:UNCONNECTED_34, NotProbed,U,IC,0,0
U602:,    Pin:1, Signal:NetC603_2, Orig_Signal:NetC603_2, NotProbed,U,IC,0,0
U602:,    Pin:6, Signal:UNCONNECTED_35, Orig_Signal:UNCONNECTED_35, NotProbed,U,IC,0,0
U603:,    Pin:1, Signal:5V, Orig_Signal:5V, Probed,U,IC,0,0
U603:,    Pin:2, Signal:1_8V, Orig_Signal:1.8V, Probed,U,IC,0,0
U603:,    Pin:3, Signal:GND, Orig_Signal:GND, Probed,U,IC,0,0
VR601:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,VR,0,0,0
VR601:,    Pin:2, Signal:GND, Orig_Signal:GND, Probed,VR,0,0,0
VR602:,    Pin:1, Signal:L1_1, Orig_Signal:L1-1, Probed,VR,0,0,0
VR602:,    Pin:2, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,VR,0,0,0
VR603:,    Pin:1, Signal:GND, Orig_Signal:GND, Probed,VR,0,0,0
VR603:,    Pin:2, Signal:L2_N_1, Orig_Signal:L2/N-1, Probed,VR,0,0,0
X301:,    Pin:2, Signal:NetC310_1, Orig_Signal:NetC310_1, NotProbed,X,0,0,0
X301:,    Pin:1, Signal:NetC311_1, Orig_Signal:NetC311_1, NotProbed,X,0,0,0
